song_id,title,artist,album,year_released,duration,tempo,loudness
5106,Love Is So Unkind (Album Version),Gabriela Anders,Wanting,1998,228.07,148.12,-9.39
5108,Love Is What We Make It,Kenny Rogers,Very Best Of Kenny Rogers,1999,258.90,156.51,-15.84
5110,Love Letter,Gerald Veasley,Love Letters,1999,251.22,76.69,-11.73
5112,Love Lights,The Sonics,Fire and Ice II - The 'Lost' Tapes,1967,171.15,163.37,-14.88
5113,Love Like This,Natasha Bedingfield,Love Like This,2008,341.42,162.33,-8.65
5115,Love Me,Jars Of Clay,Mini Monsters EP,2006,191.82,128.02,-4.89
5116,Love Me,Jeanne Pruett,Satin Sheets,1973,193.02,113.38,-18.61
5119,Love My Way,William Orbit,Best Of Strange Cargo,1987,159.11,98.82,-20.14
5120,Love N' Gold,C.C. Adcock,Lafayette Marquis_ The,2004,272.95,162.02,-5.52
5125,love shelter,Sundial Aeon,Apotheosis,2007,459.94,90.01,-11.79
5132,Love Thing,Bebe Winans,Live Up  & Close,2002,278.23,161.41,-10.49
5133,Love Unlimited (Explicit),Fun Lovin' Criminals,100% Colombian,1998,205.66,94.08,-7.12
5136,Love You Again,Marc Dorsey,Crave,1999,301.50,137.95,-7.01
5137,Love You to Pieces,Lizzy Borden,Love You To Pieces,1985,232.99,90.13,-4.12
5141,Loveless,Tullycraft,The Singles,1999,206.13,144.44,-15.80
5142,Lovely Day,Lit,A Place In The Sun,1999,246.80,135.02,-3.93
5145,Lover In Demand,Delbert McClinton,Voices Of Americana: Delbert McClinton,2000,105.35,112.05,-11.19
5146,Loverman,Nick Cave & The Bad Seeds,Let Love In,1994,382.01,137.59,-7.97
5151,Lovin' You,Minnie Riperton,Love To Love,1974,224.68,122.83,-13.90
5154,Loving You Too Long,Billy Bragg,Billy Bragg Vol.1,2006,173.50,83.48,-7.34
5159,Lullaby,Dixie Chicks,Taking The Long Way,2006,351.84,109.74,-12.75
5161,Lullaby [With Ladysmith Black Mambazo] (Album Version),Josh Groban,Awake,2006,152.03,91.09,-15.95
5162,Lullaby For The Dead In Our Life,Lexie Mountain Boys,Sexy Fountain Noise,2006,239.57,51.93,-19.07
5163,Lullaby For The Summer,Jimi Hendrix,Valleys Of Neptune,2010,228.91,86.10,-7.05
5164,Luminous Bliss,Atman,97 | 07,2005,290.48,118.06,-8.73
5165,Luna de miel en Guama,Arturo Sandoval,Best Of Arturo Sandoval,1997,238.29,138.73,-11.40
5168,Lunes Por La Madrugada,Los Abuelos De La Nada,El Album,1984,194.01,139.69,-14.41
5176,M 14,Derek Bailey,Improvisation,1975,237.53,61.31,-13.28
5183,Ma PrA(c)fA(c)rence (Live),Julien Clerc,Olympia 94,1994,266.29,97.01,-12.62
5184,Ma Rainey's Black Bottom,Ma Rainey,Ma Rainey,1927,188.94,99.08,-17.71
5186,Ma vie n'est pas la tienne (album),Najoua Belyzel,Au FA(c)minin,2009,237.71,112.97,-7.88
5190,MA(c)dium,Gustavo Cerati,AhA Vamos,2006,333.19,196.43,-7.00
5193,MA$?dchen mit Plan,2raumwohnung,In wirklich,2002,272.95,124.02,-9.85
5194,Macarena,Los Del Rio,Fiesta Macarena,1993,249.50,206.02,-12.01
5195,Macarena,Los Del Rio,Party Time,1993,251.22,206.38,-5.22
5196,Machine Gun Majesty [Live] (Album Version),Soilwork,The chainheart machine,2000,323.21,93.24,-3.05
5197,Machinenfunk,1. Futurologischer Congress,SchA1/4tzt die Verliebten,1982,204.93,146.04,-10.64
5198,Machopolka,Polkaholix,The Great Polka Swindle,2007,190.56,144.00,-6.20
5201,Mad About the Boy,The Radio Dept,Are You Scared To Get Happy?,2006,207.20,124.97,-11.95
5204,Madazulu,Deep Forest,Made In Japan,1997,301.06,133.39,-8.69
5211,Magdalaine,L.A. Guns,Cocked & Re-Loaded (Millenium Edition),1989,398.45,150.30,-9.24
5212,Magic,Black Eyed Peas / Terry Dexter,Legally Blonde,2000,275.04,103.65,-3.57
5217,Magnificent Obsession,Fehlfarben,Glut Und Asche (Remaster),1983,291.13,122.75,-8.98
5218,Mahafinaritra,Rajery,Volontany,2005,219.48,132.67,-8.24
5219,Mai,Loudermilk,The Red Record,2002,272.04,112.40,-6.56
5220,Mai [Live],Josh Groban,Awake Live,2008,282.85,125.96,-7.34
5221,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),Bobby Hutcherson,Happenings,1967,349.73,86.45,-12.94
5222,Mailbox Arson,Alexisonfire,Crisis,2005,212.11,89.89,-4.83
5223,Main Street Eyes,Iggy Pop,Brick By Brick,1990,221.44,131.81,-11.28
5225,Main Title,Christophe Beck,Elektra,2002,91.22,131.49,-26.63
5226,Main Title,Jerry Goldsmith,The Sand Pebbles,1966,169.14,138.31,-23.82
5230,Mais La Vie,Maurane / Lara Fabian,Quand L'Humain Danse,2003,198.87,107.09,-13.64
5231,Make A Move On Me,Joey Negro,The Very Best Of Euphoric Dance Breakdown,2005,535.69,128.32,-6.98
5232,Make It Funky (Album Version),Information Society,Information Society,1988,68.36,149.91,-19.78
5233,Make It Last,The Ataris,...Anywhere But Here,1997,99.50,228.64,-5.30
5234,Make it up,Anthony Cruz,Tsahai Riddim (aka Receive),2005,264.15,95.37,-11.40
5235,Make It With You,Sugar Minott,Good Thing Going,2007,207.91,148.38,-12.69
5236,Make Me Bad,Korn,Crossing All Over Vol. 12,1999,231.73,110.07,-6.38
5237,Make Me Believe,Martina McBride,Emotion,1999,230.66,159.89,-6.15
5239,Make My Home Where I Hang My Hat,Johnny Copeland,Down On Bended Knee,1983,206.00,94.55,-13.03
5549,Molly Darling,Eddy Arnold,Cattle Call,1956,183.51,120.42,-16.97
5240,Make That Money (Scrooge's Song) (Album Version),Alice Cooper,Zipper Catches Skin,1982,209.48,92.69,-11.00
5241,Make The World Go Away,Ray Price,Karaoke: Country Super Stars - Singing to the Hits,1989,125.15,126.71,-12.82
5242,Make This Love Last,Wendy Moten,Wendy Moten,1992,230.37,109.00,-8.63
5243,Makin' Believe,Kitty Wells,Backline Volume 56,1990,165.62,117.82,-10.32
5246,Malice,Behemoth,Thelema 6,2000,146.47,126.15,-5.50
5250,Mama Kin,Guns N' Roses,Lies / Appetite For Destruction,1986,237.14,156.65,-8.59
5252,Mama's Boy,Suzi Quatro,The Wild One - The Greatest Hits,1979,217.47,168.17,-11.31
5253,Mambo Bacan,Line Renaud,Les AnnA(c)es Chansons,1994,157.94,121.85,-11.05
5256,Mambo Suavecito,Tito Puente,Mamborama,1993,178.47,179.59,-13.81
5257,Mambo Tipico,Tito Puente,Mamborama,1993,180.01,146.24,-10.70
5260,Man  On The Side,Bill Perry,Raw Deal,2004,217.89,107.08,-6.62
5262,Man I Used To Be,K-OS,Joyful Rebellion,2004,304.17,104.13,-8.61
5263,Man In A Suitcase,The Police,Message In A Box,1980,137.46,159.11,-11.64
5265,Man No Sober (LP Version),Steel Pulse,True Democracy,1982,266.06,153.26,-10.76
5266,Man Of No Reputation,Bob Carlisle,Collection: B. Carlisle,1994,331.26,103.63,-16.20
5269,Mango Del Monte,Tito Rodriguez,A Man And His Music  - El Inolvidable,2001,176.59,103.17,-10.32
5270,Mangos,Kai Winding,The Incredible Kai Winding Trombones,1961,223.48,112.01,-14.44
5271,ManhAPS de Carnaval,Luiz Bonfa,Solo in Rio 1959,1989,147.88,104.48,-24.34
5272,ManhAPS de Carnaval (Morning of the Carnaval) (Cantando As MAosicas do Film Orfeo do Carnaval),JoAPSo Gilberto,Chega de Saudade,1959,153.70,91.49,-14.96
5273,Manies Manigances,Maurane,Differente,1995,172.17,130.99,-8.40
5274,Manila,Martin Denny,Singing Bamboos,1996,144.72,125.05,-17.31
5276,Manteca,Poncho Sanchez,Papa Gato,1987,350.28,221.81,-15.82
5277,Manuel SantillA!n_ El LeA3n (VersiA3n Reggae),Los Fabulosos Cadillacs,Vasos VacAos,1993,239.67,214.94,-4.88
5278,Manuel's Mambo,Cal Tjader,Latin Kick,1956,197.22,176.28,-23.55
5279,Many Are We,Keep Of Kalessin,Armada,2006,292.41,110.04,-5.38
5282,Map Your Psyche,Busdriver featuring Abstract Rude & Ellay Khule,Fear Of A Black Tangent,2005,255.63,114.90,-12.09
5283,MAPnchengladbach Love,Eko Fresh feat. Summer Cem & DJ Ses,Ich bin jung und brauche das Geld,2003,244.64,91.99,-6.52
5286,Maracaia,Timbalada,Alegria Original,2006,242.10,180.06,-7.20
5288,Marbles,Spunk,En Aldeles Forferdelig Sykdom,2005,139.23,118.72,-14.11
5291,Marcel,Pierre Perret,Le Monde de Pierrot,1994,277.21,111.68,-10.42
5292,Marching,The Zebras,Worry a Lot,2006,131.68,151.20,-6.58
5299,Maria De Santiago,Jeremy Spencer,Precious Little,2006,235.05,126.19,-8.75
5300,Maria Morena,AndrA(c) Verchuren,Les Increvables N1,1989,139.62,120.64,-10.06
5303,Marie Marie,Wendo Kolosoy,The Very Best of Congolese Rumba : The Kinshasa-Abidjan Sessions (le meilleur de la rumba congolais,1993,397.77,81.25,-6.82
5305,Marilyn,Juice Leskinen,Lauluja rakastamisen vaikeudesta,1994,158.46,180.80,-11.57
5307,Mark My Words (Album Version),Hatebreed,Satisfaction Is The Death Of Desire,1997,111.23,202.65,-5.67
5310,Marrakech,ATB,No Silence,2004,262.22,133.00,-6.40
5314,Martha Served,I Hate Sally,Don't Worry Lady,2007,163.63,77.15,-5.80
5315,Marvel Hill,The Cardigans,Gran Turismo,1998,255.40,105.92,-8.02
5316,Mary Had A Little Boy (Maestro Mix),SNAP!,Attack - The Remixes Part 1,1996,327.78,121.10,-10.23
5317,Mary Had A Little Lamb,Dora The Explorer,Dora The Explorer Party Favorites,2008,169.09,141.96,-3.22
5318,Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble,Soul To Soul/ Texas Flood/ Couldn't Stand The Weather,1988,166.74,122.55,-14.37
5319,Mary Had A Little Lamb,Stevie Ray Vaughan And Double Trouble,Texas Flood,1988,166.74,122.55,-14.37
5320,Mary In Labor,Paul Cantelon,The Other Boleyn Girl,2008,210.55,41.13,-22.79
5323,Mas P**' (America'S Mexican),George Lopez,America's Mexican,2007,238.99,120.49,-8.87
5324,Mas Que Nada,Sergio Mendes / Black Eyed Peas,Mas Que Nada - Full Phatt Remix,1985,267.21,101.06,-6.07
5326,Mass Destruction,Faithless,Live At Alexandra Palace,2004,259.87,88.74,-5.51
5329,Master Of Disharmony,Dimmu Borgir,Death ... Is just the beginning Vol.4,1996,282.54,140.46,-4.20
5330,Master Of The Universe,Sick Puppies,Tri-polar (Edited),2009,212.92,209.74,-5.43
5331,Master_ Faster_ Sweet Desaster,Nightfall,Diva Futura,1999,207.78,101.99,-5.92
5333,Matador,Los Fabulosos Cadillacs,Vasos Vacios,1993,273.79,193.58,-10.27
5334,Matarlatanta,Ghorwane,Majurugenta,1993,343.41,78.67,-12.35
5335,Mate Tron,Luke Vibert,Mate Tron,2007,420.15,125.01,-9.80
5336,Mathilda,The Fabulous Thunderbirds,Butt Rockin',1981,196.44,115.48,-8.04
5338,Matilda Mother (Stereo) (2007 Remaster),Pink Floyd,The Piper At The Gates Of Dawn,1967,187.43,54.40,-10.81
5340,Matter Of Fact,Love Jones,Here's To The Losers,1993,384.13,102.47,-7.48
5341,Matti Ja Teppo,Jope Ruonansuu,Kunnioittaen-Yhden miehen tribuutti,2009,216.63,127.97,-7.71
5342,Maudits anglois,Alexis HK,Les Affranchis,2009,202.58,160.07,-12.22
5344,May The Good Lord Bless And Keep You,Jim Reeves,Christmas Songbook,2000,155.40,87.04,-22.38
5345,Maybe,Janis Joplin,Janis,1969,246.73,151.72,-12.49
5347,Maybe Someday...,Simply Red,Men And Women,1987,258.09,83.73,-9.38
5349,Mayday,Natural Elements,Lyricist Lounge Vol. 1,1998,338.10,185.88,-6.32
5350,Mazurcas das RAas Baixas,Susana Seivane,Os soA+-os que volven,2010,294.06,150.78,-14.47
5353,McHattie's Waltz,The Waybacks,Devolver,2000,288.50,240.98,-13.92
5357,Me Duele,Joe Lopez,A.B. Quintanilla III Presents Joe Lopez,2004,199.37,161.98,-7.43
5358,Me Falta El Aliento,Estopa,X Anniversarivm,1999,226.51,170.74,-4.87
5361,Me Recuso,Gal Costa,Caras E Bocas,1977,252.03,149.04,-17.23
5364,Mean Machine (Remastered LP Version),Sugar Ray,The Best Of Sugar Ray,2005,161.83,92.30,-4.07
5365,Mean Old World Blues,T-Bone Walker,My Baby Left Me,1983,174.97,87.06,-15.85
5368,Meathead (Album Version) (Non-PA),Story Of The Year,In The Wake Of Determination,2005,145.40,209.70,-4.22
5369,Medicate Myself,The Verve Pipe,Underneath,2001,292.83,133.31,-4.95
5370,Medicine,Bobaflex,Apologize For Nothing,2005,151.43,104.08,-4.52
5382,Meet Me In The Bathroom,The Strokes,Room On Fire,2003,177.19,93.32,-3.99
5383,Meet Me in the City,Junior Kimbrough,Meet Me in the City,1997,190.07,129.58,-14.02
5384,Meeting Daisy,Alexandre Desplat,Music from the Motion Picture The Curious Case of Benjamin Button,2008,81.71,244.27,-23.47
5387,Megalodon,Mastodon,Leviathan,2004,262.90,146.00,-7.63
5392,Mein Herz kann man nicht kaufen,Gall_ France,En Allemand - Das Beste Auf Deutsch,2006,162.79,131.61,-9.18
5396,Melodia Simple,La Mancha De Rolando,Viaje,2003,243.98,100.05,-4.30
5402,Memorabilia,Nine Inch Nails,The Downward Spiral - Deluxe Edition,1994,441.97,133.90,-6.96
5403,Memories,George Lopez,Right Now Right Now,2001,153.50,118.06,-16.02
5405,Memory,Uphill Battle,Blurred 1999-2004,2002,210.36,137.91,-6.47
5406,Memory In The Snow,Michael Gettel,Places In Time,1992,221.91,138.10,-13.08
5407,Memphis,Bob Marley,Top Ranking Reggae - Bob Marley - Soul Almighty,1999,177.71,180.88,-15.02
5408,Memphis In The Meantime,John Hiatt,Greatest Hits: The A&M Years '87- '94,1987,239.54,181.36,-8.63
5409,Memphis Jug,Memphis Jug Band,The Best Of The Memphis Jug Band,2001,187.53,141.19,-17.19
5412,Mental Beat,Hanoi Rocks,Back to Mystery City,1983,304.22,135.65,-4.46
5416,Menutha,Tony Joe White,Album 95,1999,252.11,136.62,-9.65
5418,Mercury & Solace,BT,In Search Of Sunrise 1,2000,506.28,136.00,-11.59
5420,Mermaid,Grayson Capps,Wail & Ride,2006,236.59,132.68,-9.07
5422,Merry-Go-Round,Helen Hobson,Hobson's Choice,1996,176.98,107.54,-24.63
5423,Merry-Go-Round,MAPtley CrA1/4e,Too Fast For Love,1981,201.40,121.69,-7.61
5424,Merry-Go-Runaround,Bob Hope,Thanks For The Memory,2003,147.72,133.33,-13.21
5431,Metal,Nine Inch Nails,Things Falling Apart,2000,426.89,63.02,-12.95
5433,Metal Militia,Metallica,Kill 'Em All,1982,311.20,88.73,-9.51
5434,Metamorphosis,Amoral,Wound Creations,2001,306.39,129.96,-5.31
5441,Mexican Joe,Jim Reeves,RCA  Country Legends,1990,157.62,126.69,-9.61
5442,Mi Alma Esta Enamorada,Bobby Pulido,EnsA(c)A+-ame,1996,233.06,199.83,-9.43
5445,Mi CorazA3n Y Mi Mente,Bobby Pulido,El Cazador,1999,207.99,160.67,-8.97
5449,Mi Morena (Revised Live Version),Josh Groban,Live At The Greek,2004,286.28,142.98,-10.44
5458,Micael,Juana Molina,Son,2006,183.64,123.28,-12.06
5460,Michael A Grammar,Broadcast,Tender Buttons,2005,237.01,85.74,-9.66
5461,Michael Nobody aka Poetic Death,Snowgoons,A Fist In The Thought,2009,197.85,80.51,-6.01
5462,Michaelangelo,23rd Turnoff,The Psychedelic Scene,2001,143.80,91.12,-11.69
5464,Midnight,Joe Satriani,G3 Live:  Rockin' in the Free World,1987,185.70,83.96,-16.10
5466,Midnight  (LP Version),Axe,Nemesis,1983,211.54,157.61,-7.47
5469,Midnight In Memphis,J.J. Cale,The Very Best Of J.J. Cale,1997,263.94,111.49,-14.29
5470,Midnight Jump,Sunnyland Slim,Be Careful How You Vote,1994,246.05,186.51,-18.68
5471,Midnight Lovers,Wyclef Jean,Masquerade,2002,7.13,195.21,-13.56
5472,Midnight Rider,Buddy Miles,Best Of Buddy Miles,1997,218.36,94.57,-9.98
5475,Midnight Train,Darden Smith,After All This Time: The Best Of Darden Smith,1990,226.32,154.40,-8.67
5477,Mientras me quieras,Tranzas,Por Siempre,2000,213.71,112.05,-7.75
5478,Miesten tA$?hden,Rauni Pekkala,20 suosikkia / ToiveiskelmiA$? 3 / Virran viemA$?A$?,1994,162.14,93.66,-9.81
5483,Miina ja Mikko markkinoilla,Esa Pakarinen,Esa Pakarinen,1990,119.27,178.94,-13.31
5485,Mikawa Miya,Novika,Tricks Of Life,2006,268.90,90.02,-9.66
5486,Mikhail's Dream,Stephan Micus,Desert Poems,2001,504.95,92.20,-19.57
5488,Mile High and Risin',Roger Clyne & The Peacemakers,Sonoran Hope and Madness,2002,170.81,149.01,-5.03
5490,Milk Cow Blues,Cliff Bruner,Blues Legends 1930 - 1939,2004,188.32,161.25,-13.84
5491,Milkcow Blues,Aerosmith,Pandora's Box (Display Box),1991,255.66,103.98,-10.67
5494,Mill Creek,Darden Smith,Circo,2004,234.74,120.05,-14.18
5496,Million Miles,Blue Rodeo,The Things We Left Behind,2009,543.97,99.64,-8.25
5501,Mind Control,Stephen Marley,Mind Control,2005,270.05,118.14,-9.36
5503,Mindless,Steve Porter,Sensor,2000,509.34,139.04,-9.37
5504,Mine Again,Mariah Carey,The Emancipation of Mimi,2005,241.66,131.76,-9.64
5505,Mine All Mine,Jimmy Wakely,Vintage Collections,2005,178.10,92.60,-16.63
5507,Minha Namorada,VinAcius de Moraes,20 Grandes Sucessos De Vinicius De Moreas,1965,243.54,62.78,-17.67
5512,Miracle,Bizarre Inc,Surprise,1996,420.10,139.91,-9.06
5514,Mirror (Album),Cinder,House Full Of No Trust,2006,167.26,120.12,-4.63
5524,Miss Elaine,RUN-DMC,Tougher Than Leather,1988,185.23,124.99,-4.92
5526,Miss X (LP Version),MC5,High Time,1971,307.72,75.71,-8.39
5534,Missionary Man,Eurythmics,Revenge,1986,269.95,124.97,-4.36
5535,Mississippi Boweavil Blues,Charley Patton,Charley Patton Vol. 1 (1929),1929,191.11,114.18,-14.87
5536,Mistadobalina,Del Tha Funkee Homosapien,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,1991,257.70,99.57,-9.50
5538,Misty Blue,Billie Jo Spears,Country Greats,1976,159.82,101.63,-15.34
5539,Misty Bog,Winifred Phillips,SimAnimals,2009,80.61,144.84,-13.51
5540,Misty Mountains,Mando Diao,Never Seen The Light Of Day -Deluxe Version,2007,144.04,152.04,-3.94
5541,Misty Valley,Frank Chacksfield & His Orchestra,Velvet And Lovely Lady,2001,155.38,151.20,-19.61
5542,"mixture of noize (part two: ""walter sobchak"" - live extract)",Aphasia,Brain Patch Error,2001,984.55,65.01,-4.18
5546,Mohair Locker Room Pin-Up Boys,Adam Ant,Ants Remastered Boxset,1998,226.51,82.05,-12.11
5548,Moisture,Dishwalla,Live&Greetings From the Flow State,1995,540.42,183.66,-6.68
5550,Molten,Digital Mystikz,Tectonic Plates 03,2006,299.49,143.01,-6.30
5560,Monarchy Now,Falco,Nachtflug,1992,252.97,94.78,-8.73
5561,Monday Morning Blues,Mississippi John Hurt,The Immortal,1967,238.94,174.23,-23.98
5563,Monde De Fou,Suburbs,Un Titre de Toune,2005,187.25,183.92,-4.42
5565,Money Didn't Change Me,Three 6 Mafia,Da Unbreakables (Explicit Version),2003,190.75,155.08,-5.72
5572,Monkey Junction,Weedeater,And Justice for Y'all,2001,269.01,142.64,-9.04
5574,Monopoly On Sorrow,Suicidal Tendencies,The Art Of Rebellion,1992,312.55,130.35,-6.61
5575,Monsieur qui s'engraisse,"MichA""le Bernard",Mes premiers vinyls,2002,212.14,109.97,-12.88
5576,Monsoon,Jack Johnson,Sleep Through The Static: Remixed,2008,264.83,142.45,-6.89
5580,Mood Ring,Paul Thorn,Aint Love Strange,2006,236.54,159.89,-8.15
5582,Moon Going Down,Charley Patton,Essential Delta Blues,1930,196.62,107.88,-15.16
5589,Moonlight Serenade,Klaus Badelt,Pirates Of The Caribbean Original Soundtrack,2003,128.63,138.54,-10.30
5591,Mopao,Africando All Stars,Mandali,2003,274.26,167.68,-8.04
5592,More,The Crystal Method,Keep Hope Alive EP,1997,357.64,114.31,-10.85
5599,More Than Words,Tom Barabas,Tom Barabas Live,1992,276.79,138.83,-22.65
5600,More to This,Information Society,Synthesizer,2007,233.43,220.03,-6.21
5606,Mornin' Glory,Glen Campbell And Bobbie Gentry,The Best of Bobbie Gentry: The Capitol Years,1968,183.12,101.58,-13.88
5607,Morning,Poncho Sanchez / Dianne Reeves,Morning Cup Of Jazz,1999,355.06,215.46,-9.68
5608,Morning at the hotel,Zbigniew Preisner,3 Couleurs : Blanc,1994,146.47,82.26,-16.89
5609,Morning Bird,Sade,Soldier of Love,2010,234.27,87.55,-17.28
5611,Morning Glow,Michael Jackson,Gold,1973,217.97,100.65,-8.49
5619,Moses,Patty Griffin,Living With Ghosts,1996,208.33,95.74,-7.85
5620,Mosquito Coil,Zeromancer,Zzyzx,2003,277.81,93.00,-8.70
5621,Moss Garden (1999 Digital Remaster),David Bowie,Heroes,1977,305.06,221.66,-16.60
5622,Mostly Tha Voice (Explicit),Gang Starr,Hard To Earn,1994,218.38,91.40,-10.11
5627,Mother-In-Law Blues,Little Jr. Parker,Blues Consolidated,1958,154.83,101.91,-14.93
5632,Mothers Rastas,Taya wooden,Mone Zion,2007,267.60,160.25,-24.45
5634,Motivator,Midwest Product,World Series Of Love,2003,301.74,141.00,-8.87
5635,Motorcycle girl,Eric Burdon,My secret life,2004,232.65,145.86,-7.11
5636,Motownphilly,Boyz II Men,Cooleyhighharmony - Expanded Edition,1991,245.76,112.26,-7.94
5638,Mountain Theme,Bruce Rowland,The Man from Snowy River,1982,114.00,120.66,-21.14
5641,Move On,Paul Stanley,Paul Stanley,1978,191.56,140.17,-7.20
5642,Movement 4 [from Kiss] (Album Version),John Cale,Eat / Kiss: Music For The Films By Andy Warhol,1997,228.47,137.00,-12.41
5644,Moving Mountains,Usher,Moving Mountains,2008,309.84,126.96,-5.69
5645,Moving On,Constance Demby,Set Free - The Definitive Edition,1989,285.75,153.94,-13.13
5647,Mozart,Suzanne Ciani,Pianissimo,1989,192.21,139.19,-23.99
5650,Mr. Bozack,EPMD,Business As Usual,1990,159.27,173.42,-11.50
5651,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),The Killers,Rock Hits Workout 45 Minute Continuous Fitness Music Mix. 114Bpm  152Bpm For Jogging_ Cycling_ Spin,2005,527.99,134.02,-8.36
5656,Mr. Prime Minister,Ms. Dynamite,Judgement Days,2005,286.33,125.92,-9.90
5657,Mr. Sellack (Album Version),The Roches,The Roches,1979,243.51,131.84,-19.51
5658,Mr. Wonderful,Peggy Lee,Happy Day Collection - Fonzie's Women,1992,200.67,120.72,-13.27
5662,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),Soulwax,Much Against Everyone's Advice,2000,171.47,137.33,-8.10
5664,Muh- F***a,Redman,Malpractice,2001,199.81,92.80,-3.58
5668,Multiplayer,Babylon Disco,Natsukashii,2007,181.39,89.99,-16.16
5670,Mumbo Jumbo (jazz),Chris Standring,Soul Express,2006,257.59,97.96,-9.45
5673,Murder Academy,Ultraviolence,Psycho Drama,1995,303.05,210.47,-10.57
5674,Murder In The Graveyard,Screaming Lord Sutch,Monster Rock,1982,184.06,144.10,-11.59
5675,Murder One,Bone Thugs-N-Harmony,BTNHRESURRECTION,2000,255.74,101.17,-5.72
5677,Murphy Lee,Murphy Lee / Zee,Murphy's Law,2003,268.90,92.04,-4.94
5678,Music And Politics,The Disposable Heroes Of Hiphoprisy,Hypocrisy Is The Greatest Luxury,1992,241.53,108.62,-18.45
5680,Music For The Head,Porcupine Tree,On The Sunday Of Life,1991,162.06,44.82,-25.75
5681,Music In Dreamland,Be Bop Deluxe,Air Age Anthology,1975,285.15,126.73,-11.97
5682,Music Is The Healing Force Of The Universe,Albert Ayler,Nuits De La Fondation Maeght 1970,1969,632.35,71.64,-9.80
5684,Music Of The Sun,Rihanna,Music Of The Sun,2005,235.99,85.98,-8.30
5687,Musical 69,Pepper,Pink Crustaceans and  Good Vibrations,2008,172.88,98.17,-5.94
5688,Musical Episode,Horace Andy,Exclusively,2005,234.45,102.06,-10.17
5689,Must Have Been The Devil,Otis Spann,Windy City Blues,1990,160.84,99.46,-13.39
5690,Mutations,Salt The Wound,Ares,2009,151.09,144.68,-5.42
5693,My Babe,Lightnin' Slim,The Original Blues,1997,177.68,94.72,-16.55
5695,My Baby (Feat. Kanye West),Janet Jackson Featuring Kanye West,Damita Jo,2004,257.15,191.41,-6.95
5697,My Baby Likes To Shuffle,Sonny Terry,Blowing The Blues,1994,149.42,150.06,-17.29
5699,My Buddy,Alvino Rey And His Orchestra,Big Band Favourites Vol 1,2005,193.75,101.31,-18.27
5701,My Butcher Man,Memphis Minnie,Queen Of Country Blues,1991,180.30,107.45,-16.54
5703,MY CONSOLATION (LP Version),Silverstein,18 CANDLES: THE EARLY YEARS,2006,242.83,202.07,-6.82
5704,My Dear,Tha Liks featuring Defari,X.O. Experience,2001,233.93,184.05,-5.03
5705,My Fault (LP Version),Faces,Ooh La La,1973,187.43,119.03,-9.36
5707,My FoFo  (Album Version - Amended),Fat Joe,All Or Nothing,2005,235.21,80.87,-7.00
5709,My Friend the Blind,Workhorse,Beasts of Burden,2007,276.38,132.09,-6.79
5710,My Funny Valentine,Arturo Sandoval,Trumpet Evolution,2003,266.61,61.02,-14.82
5850,New Born Soul,The Blind Boys Of Alabama,Atom Bomb,2005,176.40,86.37,-10.84
5711,My Funny Valentine,Jeanie Lambe & The Danny Moss Quartet,Three Great Concerts - Live In Hamburg 1993-1995,1996,204.62,67.60,-15.10
5713,My God  (Audio Adrenaline Album Version),Audio Adrenaline,Audio Adrenaline,1992,219.11,101.24,-9.02
5714,My God Will Always Be Enough,Karen Peck And New River,The Best Of Karen Peck And New River,2000,280.50,76.72,-13.84
5715,My Greatest Desire,Faye Adams,Shake A Hand,1961,144.12,110.32,-11.51
5717,My Heart Goes Up,Keira Green,My Heart Goes Up,2004,181.26,140.98,-7.28
5719,My Heart Is Yearning,NOFX,Punk In Drublic,1994,143.65,156.08,-11.66
5721,My Heart's Desire,Kane,As Long As You Want This,2004,261.30,120.61,-13.87
5722,MY HERIONE (Acoustic Version),Silverstein,18 CANDLES: THE EARLY YEARS,2006,214.05,150.13,-7.90
5726,My Last Date (With You),Skeeter Davis,The Essential Skeeter Davis,1988,153.50,98.66,-10.49
5727,My Last Date (With You),Skeeter Davis,The Country Queen,1988,146.29,102.12,-12.44
5728,My Life Is Totally Boring Without You,Cracker,Gentleman's Blues,1998,196.60,107.85,-8.75
5729,My Life Would Suck Without You,Kelly Clarkson,My Life Would Suck Without You,2009,230.63,135.91,-5.95
5731,My Little Girl,The Jeff Healey Band,LIVE AT MONTREUX,1988,223.92,126.16,-7.46
5736,My Maria (LP Version),Martin Sexton,The American,1998,244.43,86.81,-10.22
5739,My Mind Is Gone,3 Steps Ahead,Most Wanted & Mad,1997,45.50,74.55,-16.46
5740,My Mind's Eye,Small Faces,From The Beginning,1966,121.73,116.66,-7.12
5741,My Never,Blue October,Approaching Normal,2009,225.67,103.65,-12.64
5742,My Old Man Boogie,The Reverend Peyton's Big Damn Band,Big Damn Nation,2006,179.46,118.17,-6.99
5744,My Party (Kenna Remix),Kings Of Leon,Charmer,2007,225.28,127.01,-6.21
5747,My Prerogative,Britney Spears,My Prerogative,2004,213.18,110.99,-6.45
5748,My Record Company,K's Choice,Paradise In Me,1995,222.30,161.46,-7.30
